time_ms,raw,filtered
2.228800000000000000e+04,-1.158756000000000000e+06,-1.159129379999999888e+06
2.230000000000000000e+04,-1.159335000000000000e+06,-1.159150000000000000e+06
2.231100000000000000e+04,-1.159845000000000000e+06,-1.159219500000000000e+06
2.232200000000000000e+04,-1.158770000000000000e+06,-1.159174500000000000e+06
2.233400000000000000e+04,-1.159283000000000000e+06,-1.159185250000000000e+06
2.234500000000000000e+04,-1.160227000000000000e+06,-1.159289379999999888e+06
2.235600000000000000e+04,-1.159296000000000000e+06,-1.159290000000000000e+06
2.236800000000000000e+04,-1.158930000000000000e+06,-1.159254000000000000e+06
2.237900000000000000e+04,-1.159496000000000000e+06,-1.159278120000000112e+06
2.239000000000000000e+04,-1.158522000000000000e+06,-1.159202500000000000e+06
2.240200000000000000e+04,-1.158700000000000000e+06,-1.159152250000000000e+06
2.241300000000000000e+04,-1.159596000000000000e+06,-1.159196620000000112e+06
2.242400000000000000e+04,-1.159481000000000000e+06,-1.159225000000000000e+06
2.243600000000000000e+04,-1.156033000000000000e+06,-1.158905750000000000e+06
2.244700000000000000e+04,-1.159981000000000000e+06,-1.159013250000000000e+06
2.245800000000000000e+04,-1.159696000000000000e+06,-1.159081500000000000e+06
2.246900000000000000e+04,-1.159212000000000000e+06,-1.159094500000000000e+06
2.248100000000000000e+04,-1.161043000000000000e+06,-1.159289250000000000e+06
2.249200000000000000e+04,-1.159710000000000000e+06,-1.159331250000000000e+06
2.250300000000000000e+04,-1.158531000000000000e+06,-1.159251250000000000e+06
2.251500000000000000e+04,-1.160574000000000000e+06,-1.159383500000000000e+06
2.252600000000000000e+04,-1.159957000000000000e+06,-1.159440879999999888e+06
2.253700000000000000e+04,-1.158126000000000000e+06,-1.159309379999999888e+06
2.254900000000000000e+04,-1.160181000000000000e+06,-1.159396500000000000e+06
2.256000000000000000e+04,-1.160526000000000000e+06,-1.159509379999999888e+06
2.257100000000000000e+04,-1.158688000000000000e+06,-1.159427250000000000e+06
2.258300000000000000e+04,-1.159657000000000000e+06,-1.159450250000000000e+06
2.259400000000000000e+04,-1.160573000000000000e+06,-1.159562500000000000e+06
2.260500000000000000e+04,-1.158819000000000000e+06,-1.159488120000000112e+06
2.261600000000000000e+04,-1.160055000000000000e+06,-1.159544750000000000e+06
2.262800000000000000e+04,-1.160684000000000000e+06,-1.159658620000000112e+06
2.263900000000000000e+04,-1.158750000000000000e+06,-1.159567750000000000e+06
2.265000000000000000e+04,-1.160017000000000000e+06,-1.159612620000000112e+06
2.266200000000000000e+04,-1.160756000000000000e+06,-1.159726879999999888e+06
2.267300000000000000e+04,-1.158966000000000000e+06,-1.159650750000000000e+06
2.268400000000000000e+04,-1.159576000000000000e+06,-1.159643250000000000e+06
2.269600000000000000e+04,-1.160734000000000000e+06,-1.159752250000000000e+06
2.270700000000000000e+04,-1.159076000000000000e+06,-1.159684620000000112e+06
2.271800000000000000e+04,-1.159412000000000000e+06,-1.159657379999999888e+06
2.273000000000000000e+04,-1.161387000000000000e+06,-1.159830379999999888e+06
2.274100000000000000e+04,-1.159196000000000000e+06,-1.159766879999999888e+06
2.275200000000000000e+04,-1.158837000000000000e+06,-1.159673879999999888e+06
2.276400000000000000e+04,-1.161413000000000000e+06,-1.159847750000000000e+06
2.277500000000000000e+04,-1.159730000000000000e+06,-1.159836000000000000e+06
2.278600000000000000e+04,-1.159044000000000000e+06,-1.159756750000000000e+06
2.279700000000000000e+04,-1.161103000000000000e+06,-1.159891379999999888e+06
2.280900000000000000e+04,-1.159611000000000000e+06,-1.159863250000000000e+06
2.282000000000000000e+04,-1.158731000000000000e+06,-1.159750000000000000e+06
2.283100000000000000e+04,-1.160743000000000000e+06,-1.159849250000000000e+06
2.284300000000000000e+04,-1.164704000000000000e+06,-1.160334750000000000e+06
2.285400000000000000e+04,-1.154448000000000000e+06,-1.159746000000000000e+06
2.286500000000000000e+04,-1.162086000000000000e+06,-1.159980000000000000e+06
2.287700000000000000e+04,-1.162105000000000000e+06,-1.160192500000000000e+06
2.288800000000000000e+04,-1.156463000000000000e+06,-1.159819500000000000e+06
2.289900000000000000e+04,-1.161859000000000000e+06,-1.160023379999999888e+06
2.291100000000000000e+04,-1.163026000000000000e+06,-1.160323620000000112e+06
2.292200000000000000e+04,-1.156772000000000000e+06,-1.159968500000000000e+06
2.293300000000000000e+04,-1.160493000000000000e+06,-1.160020879999999888e+06
2.294400000000000000e+04,-1.163720000000000000e+06,-1.160390750000000000e+06
2.295600000000000000e+04,-1.157864000000000000e+06,-1.160138000000000000e+06
2.296700000000000000e+04,-1.160758000000000000e+06,-1.160200000000000000e+06
2.297800000000000000e+04,-1.164547000000000000e+06,-1.160634750000000000e+06
2.299000000000000000e+04,-1.158246000000000000e+06,-1.160395879999999888e+06
2.300100000000000000e+04,-1.159393000000000000e+06,-1.160295500000000000e+06
2.301200000000000000e+04,-1.164304000000000000e+06,-1.160696379999999888e+06
2.302400000000000000e+04,-1.159087000000000000e+06,-1.160535379999999888e+06
2.303500000000000000e+04,-1.159052000000000000e+06,-1.160387000000000000e+06
2.304600000000000000e+04,-1.164463000000000000e+06,-1.160794500000000000e+06
2.305800000000000000e+04,-1.159878000000000000e+06,-1.160702750000000000e+06
2.306900000000000000e+04,-1.158646000000000000e+06,-1.160497000000000000e+06
2.308000000000000000e+04,-1.164714000000000000e+06,-1.160918620000000112e+06
2.309200000000000000e+04,-1.161022000000000000e+06,-1.160929000000000000e+06
2.310300000000000000e+04,-1.158253000000000000e+06,-1.160661379999999888e+06
2.311400000000000000e+04,-1.164345000000000000e+06,-1.161029750000000000e+06
2.312500000000000000e+04,-1.161955000000000000e+06,-1.161122250000000000e+06
2.313700000000000000e+04,-1.158072000000000000e+06,-1.160817250000000000e+06
2.314800000000000000e+04,-1.164028000000000000e+06,-1.161138250000000000e+06
2.315900000000000000e+04,-1.162447000000000000e+06,-1.161269120000000112e+06
2.317100000000000000e+04,-1.157433000000000000e+06,-1.160885500000000000e+06
2.318200000000000000e+04,-1.163119000000000000e+06,-1.161108879999999888e+06
2.319300000000000000e+04,-1.163131000000000000e+06,-1.161311000000000000e+06
2.320500000000000000e+04,-1.157829000000000000e+06,-1.160962750000000000e+06
2.321600000000000000e+04,-1.163024000000000000e+06,-1.161168879999999888e+06
2.322700000000000000e+04,-1.164064000000000000e+06,-1.161458379999999888e+06
2.323900000000000000e+04,-1.157941000000000000e+06,-1.161106620000000112e+06
2.325000000000000000e+04,-1.162210000000000000e+06,-1.161217000000000000e+06
2.326100000000000000e+04,-1.165269000000000000e+06,-1.161622120000000112e+06
2.327200000000000000e+04,-1.159177000000000000e+06,-1.161377620000000112e+06
2.328400000000000000e+04,-1.161703000000000000e+06,-1.161410120000000112e+06
2.329500000000000000e+04,-1.165107000000000000e+06,-1.161779750000000000e+06
2.330600000000000000e+04,-1.158918000000000000e+06,-1.161493500000000000e+06
2.331800000000000000e+04,-1.160207000000000000e+06,-1.161364879999999888e+06
2.332900000000000000e+04,-1.164744000000000000e+06,-1.161702750000000000e+06
2.334000000000000000e+04,-1.158993000000000000e+06,-1.161431750000000000e+06
2.335200000000000000e+04,-1.159219000000000000e+06,-1.161210500000000000e+06
2.336300000000000000e+04,-1.164550000000000000e+06,-1.161544500000000000e+06
2.337400000000000000e+04,-1.159373000000000000e+06,-1.161327250000000000e+06
2.338600000000000000e+04,-1.158218000000000000e+06,-1.161016250000000000e+06
2.339700000000000000e+04,-1.164763000000000000e+06,-1.161390879999999888e+06
2.340800000000000000e+04,-1.160842000000000000e+06,-1.161336000000000000e+06
2.342000000000000000e+04,-1.157992000000000000e+06,-1.161001620000000112e+06
2.343100000000000000e+04,-1.164214000000000000e+06,-1.161322879999999888e+06
2.344200000000000000e+04,-1.161835000000000000e+06,-1.161374000000000000e+06
2.345300000000000000e+04,-1.158644000000000000e+06,-1.161101000000000000e+06
2.346500000000000000e+04,-1.164734000000000000e+06,-1.161464250000000000e+06
2.347600000000000000e+04,-1.162837000000000000e+06,-1.161601500000000000e+06
2.348700000000000000e+04,-1.157692000000000000e+06,-1.161210500000000000e+06
2.349900000000000000e+04,-1.163851000000000000e+06,-1.161474500000000000e+06
2.351000000000000000e+04,-1.163443000000000000e+06,-1.161671250000000000e+06
2.352100000000000000e+04,-1.157897000000000000e+06,-1.161293879999999888e+06
2.353300000000000000e+04,-1.163335000000000000e+06,-1.161498000000000000e+06
2.354400000000000000e+04,-1.164309000000000000e+06,-1.161779120000000112e+06
2.355500000000000000e+04,-1.158138000000000000e+06,-1.161415000000000000e+06
2.356700000000000000e+04,-1.161941000000000000e+06,-1.161467620000000112e+06
2.357800000000000000e+04,-1.164877000000000000e+06,-1.161808500000000000e+06
2.358900000000000000e+04,-1.158780000000000000e+06,-1.161505620000000112e+06
2.360000000000000000e+04,-1.161301000000000000e+06,-1.161485120000000112e+06
2.361200000000000000e+04,-1.164861000000000000e+06,-1.161822620000000112e+06
2.362300000000000000e+04,-1.158848000000000000e+06,-1.161525120000000112e+06
2.363400000000000000e+04,-1.160523000000000000e+06,-1.161424879999999888e+06
2.364600000000000000e+04,-1.165457000000000000e+06,-1.161828120000000112e+06
2.365700000000000000e+04,-1.160167000000000000e+06,-1.161662000000000000e+06
2.366800000000000000e+04,-1.159957000000000000e+06,-1.161491500000000000e+06
2.368000000000000000e+04,-1.165742000000000000e+06,-1.161916500000000000e+06
2.369100000000000000e+04,-1.160732000000000000e+06,-1.161798000000000000e+06
2.370200000000000000e+04,-1.159202000000000000e+06,-1.161538379999999888e+06
2.371400000000000000e+04,-1.164929000000000000e+06,-1.161877379999999888e+06
2.372500000000000000e+04,-1.160720000000000000e+06,-1.161761620000000112e+06
2.373600000000000000e+04,-1.158481000000000000e+06,-1.161433500000000000e+06
2.374800000000000000e+04,-1.164826000000000000e+06,-1.161772750000000000e+06
2.375900000000000000e+04,-1.161573000000000000e+06,-1.161752750000000000e+06
2.377000000000000000e+04,-1.157886000000000000e+06,-1.161366000000000000e+06
2.378100000000000000e+04,-1.164385000000000000e+06,-1.161667879999999888e+06
2.379300000000000000e+04,-1.162153000000000000e+06,-1.161716379999999888e+06
2.380400000000000000e+04,-1.157386000000000000e+06,-1.161283250000000000e+06
2.381500000000000000e+04,-1.163094000000000000e+06,-1.161464250000000000e+06
2.382700000000000000e+04,-1.163000000000000000e+06,-1.161617750000000000e+06
2.383800000000000000e+04,-1.157973000000000000e+06,-1.161253250000000000e+06
2.384900000000000000e+04,-1.162848000000000000e+06,-1.161412620000000112e+06
2.386100000000000000e+04,-1.163745000000000000e+06,-1.161645750000000000e+06
2.387200000000000000e+04,-1.157792000000000000e+06,-1.161260379999999888e+06
2.388300000000000000e+04,-1.161622000000000000e+06,-1.161296500000000000e+06
2.389500000000000000e+04,-1.163756000000000000e+06,-1.161542379999999888e+06
2.390600000000000000e+04,-1.157664000000000000e+06,-1.161154500000000000e+06
2.391700000000000000e+04,-1.160852000000000000e+06,-1.161124250000000000e+06
2.392800000000000000e+04,-1.164287000000000000e+06,-1.161440500000000000e+06
2.394000000000000000e+04,-1.157801000000000000e+06,-1.161076500000000000e+06
